execution;generation;chromosome;fitness 
1;57;56,75,49,130,43;0.9326279527559055
1;58;56,75,49,130,43;0.9326279527559055
1;59;56,75,49,130,43;0.9326279527559055
1;60;56,75,49,130,43;0.9326279527559055
1;61;56,75,49,130,43;0.9326279527559055
1;62;56,75,49,130,43;0.9326279527559055
1;63;56,75,49,130,43;0.9326279527559055
1;64;56,75,49,130,43;0.9326279527559055
1;65;56,75,49,130,43;0.9326279527559055
1;66;56,75,49,130,43;0.9326279527559055
1;67;56,75,49,130,43;0.9326279527559055
1;68;56,75,49,130,43;0.9326279527559055
1;69;56,75,49,130,43;0.9326279527559055
1;70;56,75,49,130,43;0.9326279527559055
1;71;56,75,49,130,43;0.9326279527559055
1;72;56,75,49,130,43;0.9326279527559055
1;73;56,75,49,130,43;0.9326279527559055
1;74;56,75,49,130,43;0.9326279527559055
1;75;56,75,49,130,43;0.9326279527559055
1;76;56,75,49,130,43;0.9326279527559055
1;77;56,75,49,130,43;0.9326279527559055
1;78;56,75,49,130,43;0.9326279527559055
1;79;56,75,49,130,43;0.9326279527559055
1;80;56,75,49,130,43;0.9326279527559055
1;81;56,75,49,130,43;0.9326279527559055
1;82;56,75,49,130,43;0.9326279527559055
1;83;56,75,49,130,43;0.9326279527559055
1;84;56,75,49,130,43;0.9326279527559055
1;85;56,75,49,130,43;0.9326279527559055
1;86;56,75,49,130,43;0.9326279527559055
1;87;56,75,49,130,43;0.9326279527559055
1;88;56,75,49,130,43;0.9326279527559055
1;89;56,75,49,130,43;0.9326279527559055
1;90;56,75,49,130,43;0.9326279527559055
1;91;56,75,49,130,43;0.9326279527559055
1;92;56,75,49,130,43;0.9326279527559055
1;93;56,75,49,130,43;0.9326279527559055
1;94;56,75,49,130,43;0.9326279527559055
1;95;56,75,49,130,43;0.9326279527559055
1;96;56,75,49,130,43;0.9326279527559055
1;97;56,75,49,130,43;0.9326279527559055
1;98;56,75,49,130,43;0.9326279527559055
1;99;56,75,49,130,43;0.9326279527559055
1;100;56,75,49,130,43;0.9326279527559055
execution;generation;chromosome;fitness 
2;1;131,26,47,29,1;0
2;2;131,26,47,29,1;0
2;3;131,26,47,29,1;0
2;4;131,26,47,29,1;0
2;5;131,26,47,29,1;0
2;6;131,26,47,29,1;0
2;7;131,26,47,29,1;0
2;8;131,26,47,29,1;0
2;9;131,26,47,29,1;0
2;10;131,26,47,29,1;0
2;11;131,26,47,29,1;0
2;12;131,26,47,29,1;0
2;13;131,26,47,29,1;0
2;14;131,26,47,29,1;0
2;15;131,26,47,29,1;0
2;16;131,26,47,29,1;0
2;17;131,26,47,29,1;0
2;18;131,26,47,29,1;0
2;19;131,26,47,29,1;0
2;20;131,26,47,29,1;0
2;21;131,26,47,29,1;0
2;22;131,26,47,29,1;0
2;23;131,26,47,28,1;0.7293897637795275
2;24;131,26,47,28,1;0.7293897637795275
2;25;131,26,47,28,1;0.7293897637795275
2;26;131,26,47,28,1;0.7293897637795275
2;27;131,110,47,28,1;0.7871333661417322
2;28;38,110,47,28,1;0.8197613188976378
2;29;38,110,47,28,1;0.8197613188976378
2;30;38,110,47,28,1;0.8197613188976378
2;31;38,110,47,28,1;0.8197613188976378
2;32;38,110,47,28,1;0.8197613188976378
2;33;38,110,47,28,1;0.8197613188976378
2;34;38,110,47,28,1;0.8197613188976378
2;35;38,110,47,28,1;0.8197613188976378
2;36;38,110,47,28,1;0.8197613188976378
2;37;38,110,47,28,1;0.8197613188976378
2;38;38,110,47,28,1;0.8197613188976378
2;39;38,110,47,28,1;0.8197613188976378
2;40;38,110,47,28,1;0.8197613188976378
2;41;38,110,47,28,1;0.8197613188976378
2;42;38,110,47,28,1;0.8197613188976378
2;43;38,110,47,16,1;0.8200812007874015
2;44;38,110,47,16,1;0.8200812007874015
2;45;38,110,47,16,1;0.8200812007874015
2;46;38,110,47,16,1;0.8200812007874015
2;47;38,110,47,16,1;0.8200812007874015
2;48;38,110,47,16,1;0.8200812007874015
2;49;38,110,47,16,1;0.8200812007874015
2;50;38,110,47,16,1;0.8200812007874015
2;51;38,110,47,16,1;0.8200812007874015
2;52;38,110,47,16,1;0.8200812007874015
2;53;38,110,47,16,1;0.8200812007874015
2;54;38,110,47,16,1;0.8200812007874015
2;55;38,110,47,16,1;0.8200812007874015
2;56;38,110,47,16,1;0.8200812007874015
2;57;38,110,47,16,1;0.8200812007874015
2;58;38,110,47,16,1;0.8200812007874015
2;59;38,110,47,16,1;0.8200812007874015
2;60;38,110,47,16,1;0.8200812007874015
2;61;38,110,47,16,1;0.8200812007874015
2;62;24,110,47,16,1;0.8779281496062991
2;63;24,110,47,16,1;0.8779281496062991
2;64;24,110,47,16,1;0.8779281496062991
2;65;24,110,47,16,1;0.8779281496062991
2;66;24,110,47,16,1;0.8779281496062991
2;67;24,110,47,16,1;0.8779281496062991
2;68;24,110,47,16,1;0.8779281496062991
2;69;24,110,47,16,1;0.8779281496062991
2;70;24,110,47,16,1;0.8779281496062991
2;71;24,110,47,16,1;0.8779281496062991
2;72;24,110,47,16,1;0.8779281496062991
2;73;24,110,47,16,1;0.8779281496062991
2;74;24,110,47,16,1;0.8779281496062991
2;75;24,110,47,16,1;0.8779281496062991
2;76;24,110,47,16,1;0.8779281496062991
2;77;24,110,47,16,1;0.8779281496062991
2;78;24,110,47,16,1;0.8779281496062991
2;79;24,110,47,16,1;0.8779281496062991
2;80;24,110,47,16,1;0.8779281496062991
2;81;24,110,47,16,1;0.8779281496062991
2;82;24,110,47,16,1;0.8779281496062991
2;83;24,110,47,16,1;0.8779281496062991
2;84;24,110,47,16,1;0.8779281496062991
2;85;24,110,47,16,1;0.8779281496062991
2;86;24,110,47,16,1;0.8779281496062991
2;87;24,110,47,16,1;0.8779281496062991
2;88;24,110,47,16,1;0.8779281496062991
2;89;24,110,47,16,1;0.8779281496062991
2;90;24,110,47,16,1;0.8779281496062991
2;91;24,110,47,16,1;0.8779281496062991
2;92;24,110,47,16,1;0.8779281496062991
2;93;24,110,47,16,1;0.8779281496062991
2;94;24,110,47,16,1;0.8779281496062991
2;95;24,110,47,16,1;0.8779281496062991
2;96;24,110,47,16,1;0.8779281496062991
2;97;24,110,47,16,1;0.8779281496062991
2;98;24,110,47,16,1;0.8779281496062991
2;99;24,110,47,16,1;0.8779281496062991
2;100;24,110,47,59,1;0.886126968503937
execution;generation;chromosome;fitness 
3;1;78,146,134,94,113;0
3;2;78,146,134,94,113;0
3;3;78,146,134,94,113;0
3;4;78,146,134,94,113;0
3;5;78,146,134,94,113;0
3;6;78,146,134,94,113;0
3;7;78,146,134,94,113;0
3;8;78,146,134,94,113;0
3;9;78,127,134,94,113;0.67529281496063
3;10;78,127,134,94,133;0.6861466535433072
3;11;78,127,134,94,133;0.6861466535433072
3;12;78,127,134,94,133;0.6861466535433072
3;13;78,127,134,94,133;0.6861466535433072
3;14;78,127,134,94,133;0.6861466535433072
3;15;78,127,134,73,133;0.7485236220472441
3;16;78,127,134,73,133;0.7485236220472441
3;17;78,127,134,73,133;0.7485236220472441
3;18;78,127,134,28,133;0.7506200787401575
3;19;78,127,12,28,133;0.8035113188976377
3;20;78,127,12,28,133;0.8035113188976377
3;21;78,127,12,28,133;0.8035113188976377
3;22;78,127,12,28,133;0.8035113188976377
3;23;78,127,12,28,10;0.8653198818897636
3;24;78,127,12,28,10;0.8653198818897636
3;25;78,127,12,28,10;0.8653198818897636
3;26;78,127,12,28,10;0.8653198818897636
3;27;78,127,12,28,10;0.8653198818897636
3;28;78,127,12,28,10;0.8653198818897636
3;29;78,127,12,28,10;0.8653198818897636
3;30;78,127,12,28,10;0.8653198818897636
3;31;78,127,12,28,10;0.8653198818897636
3;32;78,127,12,28,10;0.8653198818897636
3;33;78,127,12,28,10;0.8653198818897636
3;34;78,127,12,28,10;0.8653198818897636
3;35;78,127,12,28,10;0.8653198818897636
3;36;78,127,12,28,10;0.8653198818897636
3;37;78,127,12,28,10;0.8653198818897636
3;38;78,127,12,28,10;0.8653198818897636
3;39;78,127,12,28,10;0.8653198818897636
3;40;78,127,12,28,10;0.8653198818897636
3;41;78,127,12,28,10;0.8653198818897636
3;42;130,127,12,28,10;0.8795816929133857
3;43;130,127,12,28,10;0.8795816929133857
3;44;130,127,12,28,10;0.8795816929133857
3;45;130,127,12,28,10;0.8795816929133857
3;46;130,127,12,28,10;0.8795816929133857
3;47;130,127,12,28,10;0.8795816929133857
3;48;130,127,12,28,10;0.8795816929133857
3;49;130,127,12,28,10;0.8795816929133857
3;50;130,127,12,28,10;0.8795816929133857
3;51;130,127,12,28,10;0.8795816929133857
3;52;130,127,12,28,10;0.8795816929133857
3;53;130,127,12,28,10;0.8795816929133857
3;54;130,127,12,28,10;0.8795816929133857
3;55;130,127,12,28,10;0.8795816929133857
3;56;130,127,12,28,10;0.8795816929133857
3;57;130,127,12,28,10;0.8795816929133857
3;58;130,127,12,28,10;0.8795816929133857
3;59;130,127,12,28,10;0.8795816929133857
3;60;130,127,12,28,10;0.8795816929133857
3;61;130,127,12,28,10;0.8795816929133857
3;62;130,127,12,28,10;0.8795816929133857
3;63;130,127,12,28,10;0.8795816929133857
3;64;130,127,12,28,10;0.8795816929133857
3;65;130,127,12,28,10;0.8795816929133857
3;66;130,127,12,28,10;0.8795816929133857
3;67;130,127,12,28,10;0.8795816929133857
3;68;130,127,12,28,10;0.8795816929133857
3;69;130,127,12,28,10;0.8795816929133857
3;70;130,127,12,28,10;0.8795816929133857
3;71;130,127,12,28,10;0.8795816929133857
3;72;130,127,12,28,10;0.8795816929133857
3;73;130,127,12,28,10;0.8795816929133857
3;74;130,127,12,28,10;0.8795816929133857
3;75;130,127,12,28,10;0.8795816929133857
3;76;130,127,12,28,10;0.8795816929133857
3;77;130,127,12,28,10;0.8795816929133857
3;78;130,127,12,28,10;0.8795816929133857
3;79;130,127,12,28,10;0.8795816929133857
3;80;130,127,12,28,10;0.8795816929133857
3;81;130,127,12,28,10;0.8795816929133857
3;82;130,127,12,28,10;0.8795816929133857
3;83;130,127,12,28,10;0.8795816929133857
3;84;130,127,12,28,10;0.8795816929133857
3;85;130,127,12,28,10;0.8795816929133857
3;86;130,127,12,28,10;0.8795816929133857
3;87;130,127,12,28,10;0.8795816929133857
3;88;130,127,12,28,10;0.8795816929133857
3;89;130,127,12,28,10;0.8795816929133857
3;90;130,127,12,28,10;0.8795816929133857
3;91;130,127,12,28,10;0.8795816929133857
3;92;130,127,12,28,10;0.8795816929133857
3;93;130,127,12,28,10;0.8795816929133857
3;94;130,127,12,28,10;0.8795816929133857
3;95;130,127,12,28,10;0.8795816929133857
3;96;130,127,12,28,10;0.8795816929133857
3;97;130,127,12,28,10;0.8795816929133857
3;98;130,127,12,28,10;0.8795816929133857
3;99;130,127,12,28,10;0.8795816929133857
3;100;130,127,12,28,10;0.8795816929133857
execution;generation;chromosome;fitness 
4;1;126,99,54,92,88;0.8624950787401573
4;2;126,99,54,92,88;0.8624950787401573
4;3;126,99,54,92,88;0.8624950787401573
4;4;126,99,54,92,88;0.8624950787401573
4;5;126,99,54,92,88;0.8624950787401573
4;6;126,99,54,92,88;0.8624950787401573
4;7;126,99,54,92,88;0.8624950787401573
4;8;126,99,54,92,88;0.8624950787401573
4;9;126,99,54,92,88;0.8624950787401573
4;10;126,99,54,92,88;0.8624950787401573
4;11;126,99,54,92,88;0.8624950787401573
4;12;126,99,54,92,88;0.8624950787401573
4;13;126,99,54,92,88;0.8624950787401573
4;14;126,99,54,92,88;0.8624950787401573
4;15;126,99,54,92,88;0.8624950787401573
4;16;126,99,87,92,88;0.9037647637795275
4;17;126,99,87,92,88;0.9037647637795275
4;18;126,99,87,92,88;0.9037647637795275
4;19;126,99,87,92,88;0.9037647637795275
4;20;126,99,87,92,88;0.9037647637795275
4;21;126,35,87,92,88;0.9149483267716536
4;22;126,35,87,92,88;0.9149483267716536
4;23;126,35,87,92,88;0.9149483267716536
4;24;126,35,87,92,88;0.9149483267716536
4;25;126,35,87,92,88;0.9149483267716536
4;26;126,35,87,92,88;0.9149483267716536
4;27;126,35,87,92,88;0.9149483267716536
4;28;126,35,87,92,88;0.9149483267716536
4;29;126,35,87,92,88;0.9149483267716536
4;30;126,35,87,92,9;0.9162401574803151
4;31;126,35,87,92,9;0.9162401574803151
4;32;126,35,87,92,9;0.9162401574803151
4;33;126,35,87,92,9;0.9162401574803151
4;34;126,35,87,92,9;0.9162401574803151
4;35;126,35,87,92,9;0.9162401574803151
4;36;126,35,87,92,9;0.9162401574803151
4;37;126,35,87,92,9;0.9162401574803151
4;38;126,35,87,92,9;0.9162401574803151
4;39;126,35,87,92,9;0.9162401574803151
4;40;126,35,87,92,9;0.9162401574803151
4;41;126,35,87,92,9;0.9162401574803151
4;42;126,35,87,92,9;0.9162401574803151
4;43;126,35,87,92,9;0.9162401574803151
4;44;126,35,87,92,9;0.9162401574803151
4;45;126,35,87,92,9;0.9162401574803151
4;46;126,35,87,92,9;0.9162401574803151
4;47;126,35,87,92,9;0.9162401574803151
4;48;126,35,87,92,9;0.9162401574803151
4;49;126,35,87,92,9;0.9162401574803151
4;50;126,35,87,92,9;0.9162401574803151
4;51;126,35,87,92,9;0.9162401574803151
4;52;126,35,87,92,9;0.9162401574803151
4;53;126,35,87,92,9;0.9162401574803151
4;54;126,35,87,92,9;0.9162401574803151
4;55;126,35,87,92,9;0.9162401574803151
4;56;126,35,87,92,9;0.9162401574803151
4;57;126,35,87,92,9;0.9162401574803151
4;58;126,35,87,92,9;0.9162401574803151
4;59;126,35,87,92,9;0.9162401574803151
4;60;126,35,87,92,9;0.9162401574803151
4;61;126,35,87,92,9;0.9162401574803151
4;62;126,35,87,92,9;0.9162401574803151
4;63;126,35,87,92,9;0.9162401574803151
4;64;126,35,87,92,9;0.9162401574803151
4;65;126,35,87,92,9;0.9162401574803151
4;66;126,35,87,92,9;0.9162401574803151
4;67;126,35,87,92,9;0.9162401574803151
4;68;126,35,87,92,9;0.9162401574803151
4;69;126,35,87,92,9;0.9162401574803151
4;70;126,35,87,92,9;0.9162401574803151
4;71;126,35,87,92,9;0.9162401574803151
4;72;126,35,87,92,9;0.9162401574803151
4;73;126,35,87,92,9;0.9162401574803151
4;74;126,35,87,92,9;0.9162401574803151
4;75;126,35,87,92,9;0.9162401574803151
4;76;126,35,87,92,9;0.9162401574803151
4;77;126,35,87,92,9;0.9162401574803151
4;78;126,35,87,92,9;0.9162401574803151
4;79;126,35,87,92,9;0.9162401574803151
4;80;126,35,87,92,9;0.9162401574803151
4;81;126,35,87,92,9;0.9162401574803151
4;82;126,35,87,92,9;0.9162401574803151
4;83;126,35,87,92,9;0.9162401574803151
4;84;126,35,87,92,9;0.9162401574803151
4;85;126,35,87,92,9;0.9162401574803151
4;86;126,35,87,92,9;0.9162401574803151
4;87;126,35,87,92,9;0.9162401574803151
4;88;126,35,87,92,9;0.9162401574803151
4;89;126,35,87,92,9;0.9162401574803151
4;90;126,35,87,92,9;0.9162401574803151
4;91;126,35,87,92,9;0.9162401574803151
4;92;126,35,87,92,9;0.9162401574803151
4;93;126,35,87,92,9;0.9162401574803151
4;94;126,35,87,92,9;0.9162401574803151
4;95;126,35,87,92,9;0.9162401574803151
4;96;126,35,87,92,9;0.9162401574803151
4;97;126,35,87,92,9;0.9162401574803151
4;98;126,110,87,92,9;0.9251353346456692
4;99;126,110,87,92,9;0.9251353346456692
4;100;126,110,87,92,9;0.9251353346456692
execution;generation;chromosome;fitness 
5;1;38,130,16,121,24;0
5;2;38,130,16,121,24;0
5;3;38,130,16,121,24;0
5;4;38,130,16,121,24;0
5;5;38,130,16,121,24;0
5;6;38,130,16,121,24;0
5;7;38,130,16,121,133;0.7695767716535432
5;8;38,130,16,121,133;0.7695767716535432
5;9;38,130,16,121,133;0.7695767716535432
5;10;38,130,16,121,133;0.7695767716535432
5;11;38,130,16,121,133;0.7695767716535432
5;12;38,130,16,121,133;0.7695767716535432
5;13;38,130,16,121,133;0.7695767716535432
5;14;38,130,16,121,133;0.7695767716535432
5;15;38,130,16,121,133;0.7695767716535432
5;16;38,130,16,121,133;0.7695767716535432
5;17;38,130,16,121,133;0.7695767716535432
5;18;38,130,16,121,133;0.7695767716535432
5;19;38,130,16,121,133;0.7695767716535432
5;20;38,130,16,92,133;0.8337081692913386
5;21;38,130,16,92,133;0.8337081692913386
5;22;38,130,16,92,133;0.8337081692913386
5;23;38,130,16,92,133;0.8337081692913386
5;24;38,130,16,92,133;0.8337081692913386
5;25;38,130,16,92,133;0.8337081692913386
5;26;38,130,16,92,133;0.8337081692913386
5;27;38,130,16,92,133;0.8337081692913386
5;28;38,130,16,92,133;0.8337081692913386
5;29;38,130,16,92,133;0.8337081692913386
5;30;38,130,16,92,133;0.8337081692913386
5;31;38,130,16,92,133;0.8337081692913386
5;32;38,130,16,92,133;0.8337081692913386
5;33;38,130,16,92,133;0.8337081692913386
5;34;38,130,16,92,133;0.8337081692913386
5;35;38,130,16,92,133;0.8337081692913386
5;36;38,130,16,92,133;0.8337081692913386
5;37;38,130,16,28,133;0.8359793307086613
5;38;38,130,16,28,133;0.8359793307086613
5;39;38,130,16,28,133;0.8359793307086613
5;40;38,130,16,63,133;0.8426648622047244
5;41;38,130,16,63,133;0.8426648622047244
5;42;38,130,16,63,133;0.8426648622047244
5;43;38,130,16,63,133;0.8426648622047244
5;44;38,130,16,63,133;0.8426648622047244
5;45;38,130,16,63,133;0.8426648622047244
5;46;38,130,16,63,133;0.8426648622047244
5;47;38,130,16,63,133;0.8426648622047244
5;48;38,130,16,63,133;0.8426648622047244
5;49;38,130,16,63,133;0.8426648622047244
5;50;38,130,16,63,133;0.8426648622047244
5;51;38,130,16,63,133;0.8426648622047244
5;52;38,130,16,63,133;0.8426648622047244
5;53;38,130,16,63,133;0.8426648622047244
5;54;38,130,16,63,133;0.8426648622047244
5;55;38,130,16,63,133;0.8426648622047244
5;56;38,130,16,63,133;0.8426648622047244
5;57;38,130,16,63,133;0.8426648622047244
5;58;38,130,16,63,133;0.8426648622047244
5;59;38,130,16,63,133;0.8426648622047244
5;60;38,130,16,63,133;0.8426648622047244
5;61;38,130,16,63,133;0.8426648622047244
5;62;38,130,16,63,133;0.8426648622047244
5;63;38,130,16,63,133;0.8426648622047244
5;64;38,130,16,63,133;0.8426648622047244
5;65;38,130,16,63,133;0.8426648622047244
5;66;38,130,16,63,133;0.8426648622047244
5;67;38,130,16,63,133;0.8426648622047244
5;68;38,130,16,63,133;0.8426648622047244
5;69;38,130,16,63,133;0.8426648622047244
5;70;38,130,16,63,133;0.8426648622047244
5;71;38,130,16,63,133;0.8426648622047244
5;72;38,130,16,63,133;0.8426648622047244
5;73;38,130,16,63,133;0.8426648622047244
5;74;38,130,16,63,133;0.8426648622047244
5;75;38,130,16,63,133;0.8426648622047244
5;76;38,130,16,63,78;0.9074852362204723
5;77;38,130,16,63,78;0.9074852362204723
5;78;38,130,16,63,78;0.9074852362204723
5;79;38,130,16,63,78;0.9074852362204723
5;80;38,130,16,63,78;0.9074852362204723
5;81;38,130,16,63,78;0.9074852362204723
5;82;38,130,16,63,78;0.9074852362204723
5;83;38,130,16,63,78;0.9074852362204723
5;84;38,130,16,63,78;0.9074852362204723
5;85;38,130,16,63,78;0.9074852362204723
5;86;38,130,16,63,78;0.9074852362204723
5;87;38,130,16,63,78;0.9074852362204723
5;88;38,130,16,63,78;0.9074852362204723
5;89;38,130,16,63,78;0.9074852362204723
5;90;38,130,16,63,78;0.9074852362204723
5;91;38,130,16,63,78;0.9074852362204723
5;92;38,130,16,63,78;0.9074852362204723
5;93;38,130,16,63,78;0.9074852362204723
5;94;38,130,16,63,78;0.9074852362204723
5;95;38,130,16,63,78;0.9074852362204723
5;96;38,130,16,63,78;0.9074852362204723
5;97;38,130,16,63,78;0.9074852362204723
5;98;38,130,16,63,78;0.9074852362204723
5;99;38,130,16,63,78;0.9074852362204723
5;100;38,130,16,63,78;0.9074852362204723
execution;generation;chromosome;fitness 
6;1;125,50,138,14,35;0.7825910433070866
6;2;125,50,138,14,35;0.7825910433070866
6;3;125,50,138,14,35;0.7825910433070866
6;4;125,50,138,14,35;0.7825910433070866
6;5;41,50,138,14,35;0.7862057086614173
6;6;41,50,138,14,35;0.7862057086614173
6;7;41,50,138,14,35;0.7862057086614173
6;8;41,50,138,14,35;0.7862057086614173
6;9;41,50,138,14,35;0.7862057086614173
6;10;41,50,138,14,35;0.7862057086614173
6;11;41,133,138,14,35;0.8060703740157481
6;12;41,133,138,14,35;0.8060703740157481
6;13;41,133,138,14,35;0.8060703740157481
6;14;41,133,138,14,35;0.8060703740157481
6;15;41,133,138,14,35;0.8060703740157481
6;16;41,133,138,14,35;0.8060703740157481
6;17;41,133,138,14,35;0.8060703740157481
6;18;41,133,138,14,35;0.8060703740157481
6;19;41,133,138,14,35;0.8060703740157481
6;20;41,133,138,14,35;0.8060703740157481
6;21;41,133,138,14,35;0.8060703740157481
6;22;41,133,138,14,35;0.8060703740157481
6;23;41,133,138,14,35;0.8060703740157481
6;24;41,133,138,14,35;0.8060703740157481
6;25;84,133,138,14,35;0.8088213582677167
6;26;84,133,138,14,35;0.8088213582677167
6;27;84,133,138,14,35;0.8088213582677167
6;28;84,133,138,14,35;0.8088213582677167
6;29;84,133,138,14,35;0.8088213582677167
6;30;84,133,138,14,35;0.8088213582677167
6;31;84,133,138,14,35;0.8088213582677167
6;32;84,133,138,14,35;0.8088213582677167
6;33;84,133,138,14,35;0.8088213582677167
6;34;84,133,138,14,35;0.8088213582677167
6;35;84,133,138,14,35;0.8088213582677167
6;36;84,133,138,14,35;0.8088213582677167
6;37;84,133,138,14,35;0.8088213582677167
6;38;84,133,138,14,35;0.8088213582677167
6;39;24,133,138,14,35;0.813939468503937
6;40;24,133,138,14,35;0.813939468503937
6;41;24,12,138,14,35;0.8557431102362205
6;42;24,12,138,14,35;0.8557431102362205
6;43;24,12,38,14,35;0.8774114173228345
6;44;24,12,38,14,35;0.8774114173228345
6;45;24,12,38,14,35;0.8774114173228345
6;46;24,12,38,14,35;0.8774114173228345
6;47;24,12,38,14,35;0.8774114173228345
6;48;24,12,38,14,35;0.8774114173228345
6;49;24,12,38,14,35;0.8774114173228345
6;50;24,12,38,14,35;0.8774114173228345
6;51;24,12,38,2,35;0.879650590551181
6;52;24,12,38,2,35;0.879650590551181
6;53;24,12,38,2,35;0.879650590551181
6;54;24,12,38,2,35;0.879650590551181
6;55;24,12,38,2,35;0.879650590551181
6;56;24,12,38,2,35;0.879650590551181
6;57;24,12,38,2,35;0.879650590551181
6;58;24,12,38,2,35;0.879650590551181
6;59;24,12,38,2,35;0.879650590551181
6;60;41,12,38,2,35;0.8813385826771651
6;61;41,12,38,2,35;0.8813385826771651
6;62;41,12,38,2,35;0.8813385826771651
6;63;130,12,38,2,35;0.8839566929133856
6;64;130,12,38,2,35;0.8839566929133856
6;65;130,12,38,2,35;0.8839566929133856
6;66;130,93,38,2,35;0.8883316929133858
6;67;130,93,38,2,35;0.8883316929133858
6;68;130,93,38,2,35;0.8883316929133858
6;69;130,93,38,2,35;0.8883316929133858
6;70;130,93,38,2,35;0.8883316929133858
6;71;130,93,38,2,35;0.8883316929133858
6;72;130,93,38,2,35;0.8883316929133858
6;73;130,93,38,2,35;0.8883316929133858
6;74;130,93,38,2,35;0.8883316929133858
6;75;130,93,38,2,35;0.8883316929133858
6;76;130,93,38,2,35;0.8883316929133858
6;77;130,93,38,2,35;0.8883316929133858
6;78;130,93,38,2,35;0.8883316929133858
6;79;130,93,38,2,35;0.8883316929133858
6;80;130,93,38,2,35;0.8883316929133858
6;81;130,93,38,2,35;0.8883316929133858
6;82;130,93,38,2,35;0.8883316929133858
6;83;130,93,38,2,35;0.8883316929133858
6;84;130,93,38,2,35;0.8883316929133858
6;85;130,93,38,2,35;0.8883316929133858
6;86;130,93,38,2,35;0.8883316929133858
6;87;130,93,38,2,35;0.8883316929133858
6;88;130,93,38,2,35;0.8883316929133858
6;89;130,93,38,2,35;0.8883316929133858
6;90;130,93,38,2,35;0.8883316929133858
6;91;130,93,38,2,35;0.8883316929133858
6;92;130,93,38,2,101;0.8893996062992127
6;93;130,93,38,2,101;0.8893996062992127
6;94;130,93,38,2,101;0.8893996062992127
6;95;130,93,38,2,101;0.8893996062992127
6;96;130,93,38,2,101;0.8893996062992127
6;97;130,93,38,2,101;0.8893996062992127
6;98;130,93,38,2,101;0.8893996062992127
6;99;130,93,38,2,101;0.8893996062992127
6;100;130,93,38,2,101;0.8893996062992127
execution;generation;chromosome;fitness 
7;1;6,36,24,125,86;0
7;2;6,36,24,125,86;0
7;3;6,36,24,125,86;0
7;4;6,36,24,125,86;0
7;5;6,36,24,125,86;0
7;6;6,36,24,125,86;0
7;7;6,36,24,125,86;0
7;8;6,36,24,125,86;0
7;9;6,36,24,125,86;0
7;10;6,36,60,125,86;0.7374803149606298
7;11;6,7,60,125,86;0.8051107283464568
7;12;6,7,49,125,86;0.8627017716535431
7;13;6,7,49,125,86;0.8627017716535431
7;14;6,7,49,125,86;0.8627017716535431
7;15;6,7,49,11,86;0.8687992125984252
7;16;6,7,49,11,86;0.8687992125984252
7;17;6,7,49,11,86;0.8687992125984252
7;18;6,7,49,11,86;0.8687992125984252
7;19;6,7,49,11,86;0.8687992125984252
7;20;6,7,49,11,86;0.8687992125984252
